# source lat long PCM_LABELS
4901078_018.BlairGreenan 42.135 298.730 0
4901078_019.BlairGreenan 41.968 298.506 0
4901078_020.BlairGreenan 41.383 298.885 3
4901078_021.BlairGreenan 41.464 299.323 0
4901078_022.BlairGreenan 41.414 299.366 0
4901078_024.BlairGreenan 40.965 298.129 0
4901078_025.BlairGreenan 41.392 299.911 2
4901078_028.BlairGreenan 41.090 299.577 0
4901078_029.BlairGreenan 41.081 298.559 3
4901078_030.BlairGreenan 40.030 298.148 3
4901078_110.BlairGreenan 40.174 299.594 0
4901083_030.BlairGreenan 40.353 297.880 3
4901084_008.BlairGreenan 41.167 297.070 2
4901084_009.BlairGreenan 41.482 297.225 0
4901084_010.BlairGreenan 41.659 297.321 0
4901084_011.BlairGreenan 41.807 296.960 2
4901084_012.BlairGreenan 41.816 296.967 0
4901084_013.BlairGreenan 41.994 297.405 0
4901084_014.BlairGreenan 41.934 297.108 0
4901084_015.BlairGreenan 41.948 296.804 0
4901084_016.BlairGreenan 41.911 296.588 0
4901084_017.BlairGreenan 42.161 296.208 0
4901084_018.BlairGreenan 42.123 295.433 0
4901084_019.BlairGreenan 41.785 294.711 0
4901084_020.BlairGreenan 41.404 294.905 0
4901084_021.BlairGreenan 41.458 294.693 0
4901084_022.BlairGreenan 40.832 293.997 0
4901084_023.BlairGreenan 40.229 293.181 0
4901109_008.BlairGreenan 41.248 299.736 2
4901129_008.BlairGreenan 41.935 298.297 0
4901129_009.BlairGreenan 41.557 297.279 0
